claim_number,age_of_driver,gender,marital_status,safety_rating,annual_income,high_education,address_change,property_status,zip_code,claim_day_of_week,accident_site,past_num_of_claims,witness_present,liab_prct,channel,police_report,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,total_claim,injury_claim,policy deductible,annual premium,days open,form defects,fraud reported,claim_day,claim_month,claim_year
24738048,0.482142857,1,1,0.872,0.514515798,1,1,1,50021,7,0,0,0,0.25,2,0,0.666666667,0,0.642078611,6,0.796872651,0.327916835,1,0.40410703,0.380967495,6,0,1,3,2023
24883200,0.339285714,0,1,0.632,0.416649569,1,1,1,50041,5,1,1,0,0.79,2,1,0.285714286,1,0.19717133,2,0.163912717,0.54052418,0.4,0.432915186,0.323450319,5,0,27,6,2024
24924672,0.267857143,0,1,0.76,0.360330324,1,0,0,20101,3,0,0,0,0.01,2,0,0.476190476,2,0.065688681,5,0.461009414,0.379031624,0.4,0.672919503,0.5670936,8,0,20,1,2024
25007616,0.267857143,0,1,0.856,0.359201888,0,1,1,20113,6,0,0,0,0,2,0,0.19047619,1,0.840045667,2,0.298043504,0.486195902,0.4,1,0.810215322,6,1,11,4,2023
25028352,0.25,0,0,0.216,0.344429627,1,0,0,80103,7,2,0,0,0.53,2,1,0.285714286,0,0.307949596,0,0.425887085,0.352710118,0.4,0.78055574,0.421482234,5,1,13,3,2024
25111296,0.464285714,0,0,0.776,0.503693065,1,1,0,85079,1,2,0,0,0.62,2,0,0.761904762,0,0.582315541,3,0.582371087,0.36259089,1,0.133501312,0.415628475,3,1,24,11,2023
25297920,0.321428571,0,1,0.728,0.402236356,0,1,1,80016,7,1,1,0,0.77,2,1,0.571428571,0,0.417354869,6,0.249884179,0.342484771,0,0.34569372,0.446280455,3,0,17,7,2024
25546752,0.767857143,1,1,0,0.667316373,1,0,1,15050,2,1,0,0,0.94,2,0,0.857142857,2,0.312945301,4,0.412167047,0.206883043,0.4,0.494898383,0.650312671,4,0,26,2,2024
25650432,0.517857143,0,1,0.408,0.537392286,0,0,1,50039,7,0,0,0,0.19,2,1,0.095238095,0,0.477362687,5,0.163077471,0.591909586,0,0.539829144,0.464074663,6,0,11,10,2023
25671168,0.464285714,1,1,0.424,0.503539188,0,1,0,20112,5,2,0,0,0.21,2,1,0.571428571,2,0.649794391,1,0.168621406,0.260401038,1,0.699120812,0.335636197,6,0,22,6,2023
25837056,0.482142857,0,1,0.616,1,0,1,1,50054,2,2,0,0,0.73,2,1,0.476190476,1,0.093196376,0,0.20453851,0.40099168,0,0.748958091,0.587157256,6,0,12,2,2024
25982208,0.303571429,0,0,0.6,0.389259335,0,1,0,85025,3,2,1,0,0.41,2,1,0.666666667,2,0.356067232,4,0.983521221,0.484985531,0,0.192819546,0.452121244,4,0,25,5,2024
26023680,0.232142857,1,1,0.808,0.328375051,1,1,0,20129,3,1,0.4,0,0.5,2,1,0.380952381,0,0.255159858,2,0.542944777,0.217620055,1,0.710137648,0.404138635,4,1,14,12,2024
26085888,0.339285714,0,1,0,0.416803447,1,0,0,15021,1,1,0,0,1,2,0,0.761904762,1,0.705415273,1,1,0.439935449,0.4,0.19915402,0.464478204,7,0,10,11,2023
26106624,0.660714286,0,1,0.888,0.614690193,1,0,1,15050,2,2,0,0,0.82,2,1,0.571428571,0,0.157558481,3,0.28474617,0.277850437,1,0.592680072,0.497313439,5,0,12,2,2024
27039744,0.482142857,1,1,0.776,0.513695117,1,1,0,80030,3,1,0,0,0.3,2,1,0.571428571,1,0.272776138,3,0.53596232,0.38417726,0.4,0.446763026,0.603354865,1,0,2,11,2024
27392256,0.589285714,1,0,0.376,0.57775954,1,1,0,20153,4,1,0,0,0.64,2,0,0.285714286,1,0.411604015,0,0.407956242,0.615336356,0.4,0.137552718,0.668602753,7,0,8,9,2024
27765504,0.214285714,0,1,0.616,1,1,1,0,85017,3,1,0,0,0.49,2,1,0.666666667,2,0.199225391,0,0.393100366,0.421581727,0,0.51513881,0.519467018,8,0,31,8,2024
27827712,0.714285714,0,1,0.712,0.641772671,1,1,1,85015,7,2,0.4,0,0.43,2,1,0.761904762,0,0.220692616,6,0.536279561,0.594018152,1,0.743404012,0.548997568,4,0,14,6,2023
27869184,0.482142857,0,1,0.92,0.515080016,0,0,1,85074,6,1,0,0,0.35,2,1,0.380952381,0,0.140418535,6,0.313233504,0.357140736,0.4,0.33023528,0.331048492,3,0,9,1,2024
28346112,0.482142857,0,0,0.856,0.515028724,0,1,0,15021,4,2,0,0,0.61,2,1,0.476190476,1,0.62340328,0,0.487697249,0.382101291,1,0.314403248,0.37142306,4,0,13,8,2023
28387584,0.303571429,1,0,0.44,0.389669676,1,1,1,85032,2,2,0,0,0.47,2,1,0.571428571,2,0.416461034,5,0.253491152,0.625281404,0,0.383891509,0.478038712,2,0,20,11,2023
28408320,0.5,1,1,0.344,0.526056627,1,0,0,85016,2,2,0,0,0.35,2,1,0.476190476,1,0.146816662,0,0.464430172,0.612356344,0.4,0.576806529,0.509744785,4,0,23,1,2023
28532736,0.5,0,1,0.664,0.525338531,1,1,0,15004,6,1,0,0,0.51,2,0,1,1,0.490862774,4,0.311691882,0.395648282,1,0.320887158,0.353921042,1,0,21,2,2023
29009664,0.535714286,1,1,0.712,0,1,1,0,20146,5,0,0.8,0,0.02,2,1,0.380952381,1,0.550969556,4,0.39730278,0.466431928,0.4,0.743819115,0.545341726,4,1,6,4,2023
29175552,0.535714286,1,1,0.744,0.546778826,0,0,0,80025,4,1,0,0,0.79,2,0,0.476190476,0,0.499907016,3,0.277077081,0.488096629,0.4,0.718771793,0.495133904,5,0,7,1,2024
29341440,0.232142857,0,1,0.904,0.328221174,1,0,0,50034,3,1,0,0,0.09,2,0,0.380952381,1,0.572855829,4,0.686582502,0.836065162,1,0.656630857,0.478437335,4,0,25,5,2024
29424384,0.589285714,0,1,0.12,0,1,1,0,85017,4,1,0,0,0.05,2,0,0.476190476,0,0.271662083,4,0.519800789,0.394879831,0,0.66630276,0.538297993,3,1,24,12,2023
29569536,0.267857143,1,1,0.376,1,0,0,0,50036,2,1,0,0,0.98,2,0,0.666666667,2,0.33547488,5,0.958204144,0.662715868,0,0.419059044,0.363044327,3,0,20,2,2023
29776896,0.089285714,1,1,0.904,0.181575708,1,0,1,50058,4,1,0.4,0,1,2,1,0.285714286,1,0.737113557,3,0.913085992,0.39283389,1,0.405219507,0.686770599,8,0,28,7,2024
30295296,0.339285714,1,1,0.712,0.416598277,0,0,0,80035,2,0,0.4,0,0.29,2,1,0.19047619,1,0.656918343,5,0.276959665,0.66436452,0.4,0.79496812,0.61277601,3,0,5,6,2023
30606336,0.375,0,0,0.328,0.443526877,1,1,0,85029,3,1,0,0,1,2,0,0.380952381,2,0.752105277,2,0.225865802,0.390053311,0,0.752503072,0.756099783,8,1,13,5,2023
30751488,0.321428571,0,1,0.712,0.402697989,1,1,0,15009,3,1,0.8,0,0.01,2,1,0.666666667,0,0.213932681,0,0.521569052,0.550170675,1,0.770593265,0.452087016,4,0,21,1,2023
30792960,0.553571429,1,1,0,0.557652852,1,1,0,15012,7,2,0,0,0.44,2,1,0.476190476,1,0.597927981,1,0.586644003,0.909125947,0.4,0.284623751,0.461125414,3,0,3,4,2024
31186944,0.321428571,0,1,0.744,0.403416085,1,1,0,15001,5,1,0,0,0.02,2,0,0.380952381,2,0.448702643,4,0.82214794,0.635772292,1,0.434094079,0.333558896,5,0,25,1,2024
31290624,0.482142857,0,0,0.68,1,1,0,0,50008,2,1,0,0,0.5,2,0,0.476190476,0,0.357295193,3,0.397759388,0.303709102,0.4,0.868889682,0.455323421,5,0,18,12,2023
31394304,0.482142857,0,1,0.584,0.514720968,0,1,0,50009,6,1,0,0,0.97,2,0,0.476190476,2,0.395018781,0,0.176081095,0.312636152,0,0.297691196,0.250791644,6,0,20,2,2024
31435776,0.392857143,1,0,0.904,0.455118999,1,0,0,85013,7,2,1,0,0.25,2,1,0.952380952,2,0.351776691,0,0.233676775,0.27360805,0,0.500767941,0.484629009,6,0,10,5,2023
31539456,0.410714286,0,1,0.296,0.468198605,1,1,1,50011,1,0,0,0,0.93,2,1,0.571428571,1,0.577918947,5,0.50951307,0.990744364,0.4,0.667838641,0.470257088,1,0,5,7,2024
31622400,0.303571429,1,0,0.728,0.390182602,1,0,1,15001,4,1,0,0,0.06,2,1,0.19047619,1,0.050963375,5,0.522418094,0.164191583,0,0.915630293,0.537218747,1,0,3,12,2023
31643136,0.303571429,0,1,0.808,0.388848995,1,0,0,85078,1,2,0,0,0.48,2,0,0.380952381,2,0.185651025,5,0.61543982,0.51918765,0,0.749182247,0.520225549,4,0,31,3,2023
31912704,0.214285714,0,1,0.504,0.313141157,1,1,1,85025,4,0,0,0,0.68,2,1,0.285714286,2,0.324805167,5,0.65638002,0.41864321,0.4,0.60386295,0.504193494,3,1,19,5,2024
31933440,0.303571429,1,1,0.216,1,1,1,0,15010,4,1,0,0,0.51,2,0,0.380952381,1,0.276475479,1,0.177594424,0.389036612,0.4,0.313921728,0.575732928,4,0,17,9,2023
32057856,0.535714286,1,1,0.536,1,1,1,1,85020,3,1,0,0,0.53,2,1,0.19047619,0,0.298950966,6,0.334539052,0.294960777,0.4,0.423766314,0.57501365,4,0,8,7,2023
32120064,0.553571429,1,1,0.648,1,1,1,1,15033,5,0,0,0,0.03,2,1,0.571428571,0,0.773294318,0,0.45817658,0.309503049,0.4,0.636216086,0.520742771,3,0,14,11,2024
32140800,0.267857143,1,0,0.36,1,1,1,1,15025,4,0,0,0,0.16,2,1,0.571428571,1,0.376805775,3,0.419574621,0.395006874,0.4,0.858429084,0.366636541,5,0,7,4,2024
32306688,0.625,0,1,0.088,0.597455888,1,1,0,50039,2,1,0,0,0.39,2,0,0.380952381,1,0.372566879,3,0.539598381,0.793915726,0,0.359483446,0.270825119,7,0,30,10,2023
32451840,0.5,0,1,0.84,1,1,1,0,85077,2,1,0,0,0.12,2,0,0.380952381,1,0.154187785,1,0.171208148,0.492108276,0,0.588387906,0.441531894,2,0,23,1,2023
32804352,0.196428571,1,0,0.84,1,1,1,1,80038,4,0,1,0,0.06,2,1,0.476190476,2,0.546733159,5,0.685796951,0.296623064,0.4,0.165746521,0.430297914,2,0,19,11,2023
33322752,0.75,1,1,0.52,0.659417316,1,1,0,85018,1,1,0.4,0,0.72,2,0,0.19047619,0,0.110477372,6,0.646285804,0.383154938,0.4,0.498202604,0.42828761,3,1,2,6,2023
33426432,0.482142857,1,1,0.424,1,1,1,1,15009,3,1,0,0,0.51,2,0,0.19047619,2,0.43795518,5,0.543503905,0.482588727,0,0.518343407,0.445084455,2,0,4,5,2024
33675264,0.964285714,1,1,0.648,1,0,1,0,15031,1,2,0,0,0.05,2,0,0.380952381,1,0.853167085,6,0.340724995,0.236379095,1,0.170561718,0.510603036,7,0,6,10,2023
34027776,0.607142857,1,1,0.376,0.587146081,0,0,0,15012,1,1,1,0,0.39,2,0,0.476190476,1,0.21615405,6,0.304290769,0.331899444,1,0.410142629,0.459981536,5,0,9,8,2024
34152192,0.375,0,0,0.824,0.443732048,1,1,1,85038,7,0,0,0,0.5,2,0,0.476190476,2,0.519487965,4,0.174725859,0.726416682,1,0.812311128,0.549961556,6,0,1,2,2023
34214400,0.375,1,1,0.712,0.44219327,1,0,1,85021,7,2,0,0,0.32,2,1,0.285714286,0,0.311020093,2,0.548100128,0.461588182,0,0.552257331,0.440723034,4,1,26,4,2023
34255872,0.535714286,0,0,0.248,0.546881412,1,0,0,50005,2,1,0.8,0,0.2,2,1,0.095238095,2,0.141647126,0,0.297814422,0.454344639,0,0.440312324,0.515685326,4,0,2,12,2024
34297344,0.410714286,1,1,0.696,1,1,1,0,85051,2,0,0.4,0,0.98,2,0,0.476190476,0,0.650697154,4,0.195930822,0.53070521,1,0.672794972,0.425945643,8,0,18,9,2023
34338816,0.303571429,0,0,0,0.388592532,1,0,1,20115,5,2,0,0,0.74,2,1,0.857142857,2,0.29540031,1,0.373472597,0.655593045,0.4,0.387976123,0.585894943,6,0,6,6,2024
34608384,0.410714286,1,1,0.616,1,1,0,1,15001,2,0,0,0,0.99,2,1,0.19047619,2,0.150736782,0,0.494800238,0.565709883,0,0.818247103,0.502527915,5,0,13,3,2023
34753536,0.339285714,0,1,0.632,0.416752154,0,1,0,20104,6,2,0,0,0.01,2,0,0.476190476,0,1,5,0.456054792,0.439353085,0.4,0.280439511,0.554264882,7,1,7,11,2023
34815744,0.107142857,0,1,0.776,0.202451785,1,1,1,50001,2,1,0,0,0.33,2,0,0.380952381,2,0.859982889,6,0.141511607,0.637653614,0.4,0.752718925,0.721375819,5,0,3,6,2024
34836480,0.446428571,0,1,0.696,0.491895773,1,1,1,50009,1,0,0,0,0.3,2,0,0.380952381,0,0.307794725,0,0.257352718,0.792913584,0,0.23381513,0.482523858,4,1,24,5,2024
35147520,0.375,1,1,0.648,0.443629462,1,1,0,15034,3,1,0,0,0.55,2,0,0.666666667,2,0.333096912,4,0.122117303,0.445745089,0,0.565831202,0.434419118,6,1,7,1,2023
35188992,0.410714286,0,1,0.808,1,1,1,1,80025,5,1,0,0,0.14,2,1,0.380952381,2,0.143925181,4,0.520176241,0.700294891,0,0.219568791,0.483117265,4,0,14,12,2023
35417088,0.25,1,0,0.904,0.344121871,0,1,0,15025,7,0,0,0,0.93,2,0,0.666666667,2,0.281058819,0,0.806590489,0.881783433,0,0.360164215,0.465014019,4,1,18,9,2024
35437824,0.660714286,0,0,0.392,0.615510874,1,1,1,85077,1,2,0,0,0.89,2,1,0.380952381,0,0.844958545,2,0.638574191,0.34781881,0.4,0.273274831,0.392714981,3,1,26,5,2023
35458560,0.25,1,0,0.488,1,1,1,0,20111,6,0,0,0,0.5,2,0,0.380952381,2,0.089190591,2,0.709012985,0.430751978,1,0.943408993,0.439015235,1,0,13,6,2023
35728128,0.392857143,1,1,0.84,1,1,1,0,80110,6,1,1,0,0.99,2,1,0.857142857,2,0.253444872,3,0.291210005,0.548136734,1,0.492083984,0.471289803,4,0,18,6,2024
35956224,0.410714286,0,1,0.584,1,0,1,0,85080,6,0,0,0,0.5,2,1,0.285714286,0,0.221783109,6,0.481329381,0.514126976,1,0.754155182,0.472246561,3,0,24,10,2023
36370944,0.517857143,1,1,0.28,0.537392286,1,1,0,85013,6,1,0,0,0.65,2,1,0.380952381,1,0.186689636,6,0.106974075,0.572393672,1,0,0.516099862,2,0,14,3,2023
36619776,0.178571429,0,0,0.408,1,0,0,1,80003,3,1,0.4,0,0.04,2,1,0.857142857,1,0.352187156,1,0.231707427,0.458104107,0,0.486148009,0.562660422,2,0,20,5,2023
36681984,0.214285714,1,1,0.664,1,0,0,1,50005,2,2,0,0,0.95,2,0,0.476190476,2,0.465121407,0,0.573891804,0.613255792,0,0.709041776,0.374882307,4,0,13,11,2023
37179648,0.696428571,1,1,0.68,0.634181371,1,1,0,80103,6,2,0.4,0,0.3,2,1,0.666666667,1,0.991659995,6,0.67241542,0.289289614,1,0.667157872,0.4901944,4,0,7,11,2023
37304064,0.428571429,0,1,0.792,0.480201067,1,0,1,15015,1,2,0,0,0.63,2,1,0.476190476,0,0.534809539,0,1,0.968783227,1,0.488074088,0.382966324,1,1,12,5,2023
37490688,0.535714286,1,0,0.728,0.547137874,1,1,0,50052,3,2,0.4,0,0.92,2,1,0.19047619,1,0.288792526,4,0.905164849,0.816411699,0,0.598624348,0.517520142,1,0,10,6,2023
37511424,0.464285714,1,0,0.664,0.502923677,1,1,0,80010,4,0,0.8,0,0.71,2,1,0.666666667,0,0.266984072,1,0.501877967,0.386579012,0.4,0.154928934,0.597216069,5,1,21,1,2024
37573632,0.517857143,1,1,0.184,0.536776775,0,1,0,85063,4,2,0,0,0.04,2,1,0.571428571,1,0.349348359,3,0.836902597,0.564408958,0.4,0.550738053,0.419569426,5,0,27,10,2024
37656576,0.607142857,0,1,0.6,0.587197374,1,1,1,20147,6,1,0,0,0.77,2,0,0.095238095,2,0.784880089,5,0.664508432,0.946179628,1,0.305121542,0.394297392,2,1,24,9,2024
37801728,0.571428571,0,1,0.728,0.567244563,0,0,1,20120,7,2,0,0,0.38,2,1,0.571428571,1,0.784200454,5,0.517763116,0.121984266,1,0.872002956,0.534951854,4,0,17,5,2023
38009088,0.303571429,0,1,0.984,0.389464506,1,0,0,20122,1,2,0.4,0,0.97,2,1,0.571428571,2,0.682147376,2,0.681593766,0.513708274,0,0.58091605,0.423896129,4,0,27,1,2023
38029824,0.303571429,0,1,0.536,1,1,1,0,15050,1,1,0,0,0.01,2,0,0.476190476,1,0.834267754,1,0.37332864,0.461566584,0,0.408698071,0.463096363,4,0,27,12,2024
38195712,0.410714286,0,0,0.712,1,0,1,0,80025,6,1,0,0,0.8,2,1,0.380952381,0,0.256569319,2,0.487279241,0.389276944,0.4,0.25330007,0.388719175,7,0,12,12,2023
38278656,0.660714286,1,1,0.664,1,1,0,0,85067,4,0,0,0,0.24,2,0,0.285714286,2,0.305049999,4,0.066326297,0.254386058,1,0.466057019,0.551786273,6,0,24,9,2023
38444544,0.678571429,1,1,0.376,0.624384489,1,0,1,50002,1,1,0,0,0.04,2,0,0.476190476,0,0.110171756,1,1,0.284699616,1,0.172147411,0.593731262,4,0,30,6,2023
38527488,0.339285714,0,0,0.712,0.416239229,1,1,1,50054,6,1,0,0,0.5,2,1,0.666666667,1,0.241165157,1,0.398253507,0.841961926,0,0.450424235,0.281569932,2,1,24,12,2024
38589696,0.464285714,0,0,0.536,0.503641773,0,1,0,80003,5,2,0.8,0,0.06,2,0,0.857142857,2,0.221546569,0,0.867088053,0.457392268,0.4,0.413911766,0.444332797,5,1,28,12,2023
38693376,0.464285714,1,0,0.328,1,1,1,0,15055,4,1,0,0,0.98,2,1,0.19047619,1,0.385210949,6,0.739562202,0.643461101,1,0.729232391,0.703248237,2,0,12,3,2023
38755584,0.107142857,1,1,0.2,1,0,1,1,80046,2,2,0,0,0.64,2,1,0.952380952,2,0.323142351,4,0.48962649,0.276788409,0.4,0.52862136,0.388246489,4,0,23,1,2023
38900736,0.571428571,1,1,0.232,1,1,0,0,80045,2,0,1,0,1,2,1,0.095238095,0,0.293678102,5,1,0.261583257,0,0.886531564,0.27023021,3,0,10,7,2023
39398400,0.803571429,1,1,0.536,0.684961018,1,1,1,85001,5,1,1,0,0.43,2,1,0.285714286,0,0.274766141,6,0.403180253,0.113136988,0,1,0.527439631,1,0,7,3,2024
39730176,0.303571429,1,1,0,1,0,1,0,85077,2,2,0,0,0.33,2,0,0.285714286,2,0.353549762,4,0.439542467,0.370811227,0,0.661504168,0.407890764,5,0,25,12,2023
40041216,0.571428571,0,0,0.568,0.246871153,1,1,0,15019,2,1,0,0,1,2,1,0.380952381,1,0.326905206,1,0.23058965,0.804249843,0.4,0.302929798,0.69961321,2,1,17,4,2023
40207104,0.607142857,0,1,0.44,0,0,1,1,20107,4,2,0,0,1,2,1,0.095238095,2,0.595644827,2,0.299846565,0.088657821,0,0,0.460794359,3,1,5,11,2023
40497408,0.107142857,1,1,0.312,0.201682396,1,0,1,20160,4,1,0.4,0,0.97,2,1,0.380952381,1,0.458987369,4,1,0.242132094,0,0.604004085,0.472975351,4,0,10,9,2023
40538880,0.303571429,1,1,0.6,0.38895158,1,1,0,85008,3,1,0.4,0,0.61,2,1,0.666666667,0,0.123122821,6,0.381128417,0.52943887,0.4,0.499887922,0.419659696,7,0,24,6,2023
40642560,0.375,1,1,0.344,0.443680755,1,1,1,85012,3,1,0,0,0.5,2,1,0.476190476,1,0.441039226,0,0.596478838,0.558116581,0,0.526620563,0.489270651,3,0,1,4,2023
40953600,0.392857143,0,1,0.424,0.455785802,1,1,0,50032,6,0,0,0,1,2,1,0.380952381,0,0.18044731,4,0.585491216,0.394705012,0.4,0.579081294,0.539909417,5,0,19,3,2024
41202432,0.464285714,0,0,0.04,0.50379565,1,1,0,20135,2,1,0,0,0.18,2,1,0.380952381,0,0.230122797,3,0.280782968,0.398437082,0.4,0.660117723,0.555800791,6,0,8,4,2024
41243904,0.267857143,1,1,0.76,0.35904801,1,1,1,50054,1,0,0.4,0,0.17,2,1,0.285714286,2,0.469785401,3,0.532813636,0.889491616,1,0.817317272,0.680796721,8,0,24,11,2023
41285376,0.357142857,0,0,0.84,0.430190808,0,1,0,15045,1,1,0,0,0.02,2,1,0.380952381,0,0.16184099,2,0.868672775,0.263535573,0,0.502967987,0.444016946,0,0,22,11,2024
41389056,0.410714286,1,1,0.712,0.467788264,0,1,1,50047,6,2,0,0,0.84,2,1,0.476190476,1,0.389313144,5,0.281918308,0.194505541,1,0.56066732,0.552158206,2,1,22,8,2023
41720832,0.625,0,1,0.728,0.595609356,1,0,0,50009,2,0,0,0,0.3,2,0,0.380952381,1,0.123681708,4,0.394250114,0.34281939,0,0.631002391,0.500646868,6,0,9,10,2023
41762304,0.214285714,0,0,0.504,0.312730817,0,1,0,80023,1,1,0,0,0.66,2,1,0.571428571,1,0.568811573,0,0.490153329,0.535572131,0,0.882862053,0.402961115,3,1,14,6,2024
42052608,0.303571429,0,1,0.456,0.389310628,1,1,0,20149,2,2,0,0,0.98,2,1,0.571428571,1,0.160697191,5,0.374197016,0.697393946,0,1,0.47617405,3,1,19,8,2024
42156288,1,0,0,0.44,0.80483176,1,1,1,85045,3,0,0,0,0.52,2,1,0.285714286,0,0.795633171,1,0.303694062,0.191212185,1,0.763677648,0.344754321,5,0,20,7,2024
42239232,0.517857143,1,0,0.616,0.536315142,1,1,1,85067,5,1,0,0,0.99,2,1,0.666666667,2,0.465837579,2,0.609105384,0.618196503,0,0.608478896,0.517830166,2,0,22,6,2023
42280704,0.785714286,0,1,0.728,0.676446451,0,0,0,80021,2,1,0.4,0,0.06,2,1,0.666666667,0,0.191295517,1,0.138936021,0.371373063,0,0.480660346,0.592836055,3,1,18,11,2024
42612480,0.071428571,0,1,0.76,0.158750513,1,0,1,15022,4,1,0,0,0.7,2,0,0.476190476,1,0.121230885,5,0.833034728,0.356073648,1,0.752552884,0.421988931,4,0,13,10,2024
42840576,0.571428571,1,1,0.552,0.567295856,1,0,0,15046,5,1,0.4,0,0.14,2,0,0.19047619,0,0.362801913,6,0.315689588,0.419170395,0,0.352783681,0.443058644,6,1,17,10,2024
42882048,0.678571429,1,1,0.008,1,0,1,1,20136,7,1,0,0,0.36,2,0,0.285714286,1,0.589680976,2,0.096161055,0.458013628,1,0.43611148,0.608795007,4,0,13,11,2024
43296768,0.660714286,0,1,0.584,1,1,1,0,85034,7,2,0.4,0,0.99,2,1,0.666666667,1,0.375902908,6,0.34883179,0.488411522,0,0.73711935,0.594805337,5,0,22,5,2024
43566336,0.196428571,1,1,0.264,0.295958145,1,1,0,80045,1,1,0.4,0,0.54,2,1,0.095238095,1,0.412314925,2,0.139235351,0.374191187,0.4,0.50281855,0.475659351,6,0,14,7,2023
43649280,0.303571429,1,1,0.888,0.388182191,0,1,0,80045,5,1,0,0,0.21,2,1,0.761904762,0,0.256189712,4,0.959764484,0.363269146,0,0.527326238,0.588197675,7,0,4,7,2024
43711488,0.160714286,0,1,0.84,0.259489126,1,0,1,15024,1,1,0,0,0.49,2,0,0.666666667,1,0.422073553,3,0.323286016,0.340876981,1,0.395323448,0.441439297,7,0,5,1,2024
43835904,0.535714286,1,0,0.792,0.547086582,0,0,0,20115,1,1,0.4,0,0.17,2,1,0.285714286,0,0.628334644,3,0.228956414,0.75002962,0.4,0.285736227,0.41561846,6,0,10,5,2024
44022528,0.5,1,1,0.744,1,0,1,1,80020,1,0,0,0,0.79,2,1,0.19047619,1,0.471371265,4,0.697313347,0.309257818,0,0.520020423,0.3780476,4,0,19,5,2023
44064000,0.5,1,1,0.904,1,1,1,1,80016,3,0,0.8,0,0.5,2,0,0.571428571,0,0.227204439,0,0.282263955,0.551274561,1,0.073767974,0.524375357,4,0,30,3,2024
44188416,0.428571429,1,1,0.648,0.480354945,1,0,1,15001,2,1,0,0,0.86,2,0,0.571428571,2,0.730523008,0,0.398135503,0.284743395,0.4,0.508928868,0.43491471,2,1,17,6,2024
44209152,0.267857143,1,0,0.296,0.359509643,0,0,1,15001,6,0,0,0,0.2,2,1,0.571428571,2,0.270407078,1,0.295373968,0.325605968,0.4,0.4635664,0.48893816,2,0,4,6,2024
44312832,0.339285714,0,0,0.36,0.416136643,1,0,0,15051,2,0,0,0,0.67,2,0,0.285714286,2,0.563007128,4,0.235879432,0.422220363,1,0.618192309,0.525411845,6,1,9,10,2023
44437248,0.303571429,0,0,0.488,0.389310628,1,0,1,50001,5,0,0,0,0.65,2,0,0.476190476,0,0.298730436,0,0.310584435,0.289637439,0.4,0.628337429,0.286670465,2,0,29,6,2023
44540928,0.357142857,0,1,0.84,0.430755027,1,0,0,15012,3,0,0,0,0.87,2,0,0.666666667,0,0.549468094,2,0.312936159,0.660643093,1,0.444953176,0.687211366,3,0,1,6,2024
44665344,1,1,0,0.68,0.836427985,1,0,0,20160,1,1,0,0,0.92,2,1,0.571428571,1,0.326432144,5,0.321310071,0.421745558,0.4,0.482686049,0.393165042,7,0,24,11,2023
44914176,0.321428571,0,0,0.664,1,1,0,1,20134,5,1,0.8,0,0.48,2,1,0.476190476,2,0.210580525,3,0.859341035,0.608485644,1,0.707256833,0.51456454,5,0,11,1,2024
44934912,0.303571429,0,0,0.824,1,1,1,0,20120,6,1,0.4,0,0.46,2,0,0.285714286,1,0.448952266,5,0.317674037,0.233067448,0.4,0.268584166,0.534346178,5,0,9,5,2023
45059328,0.375,1,1,0.76,0.442706196,1,0,0,20102,1,2,0,0,0.99,2,0,0.19047619,0,0.189577232,0,0.230234682,0.560428311,0.4,0.325270647,0.712359607,4,0,23,6,2023
45598464,0.410714286,1,0,0.504,0.468198605,0,0,0,85015,6,0,0,0,0,2,1,0.571428571,2,0.48347811,2,1,1,0,0.36811759,0.421835651,5,0,12,11,2024
45785088,0.607142857,1,0,0.408,0.587402544,1,0,0,20106,2,2,0,0,0.18,2,1,0.666666667,0,0.441023542,3,0.603538536,0.625506,1,0.536690964,0.303341035,7,0,13,3,2023
45868032,0.375,1,0,0.152,0.443373,0,1,0,20128,4,1,0,0,0.77,2,0,0.476190476,2,0.408251988,6,0.330988799,0.375295223,0.4,0.644119649,0.409646505,4,1,13,10,2024
45909504,0.625,0,1,0.36,0.596430037,1,1,1,85015,4,1,0,0,0.51,2,0,0.380952381,1,0.11924991,1,0.116807139,0.339175883,0,0.770120048,0.411112004,6,0,12,2,2023
46116864,0.375,1,0,0.904,0.442603611,0,1,0,20137,6,2,0,0,0,2,0,0.380952381,0,0.239876311,0,0.126041839,0.502350925,1,0.560052967,0.623675974,3,1,28,5,2024
46220544,0.464285714,0,1,0.488,0.503436602,1,1,1,85042,1,1,0,0,0.32,2,1,0.380952381,1,0.514488834,1,0.721134012,0.419409323,0.4,0.349520971,0.406941884,8,1,4,8,2023
46324224,0.642857143,0,1,0.888,1,0,0,0,85066,6,1,0,0,0.67,2,1,0.571428571,0,0.027950637,3,0.253295551,0.599665421,0.4,0.628204596,0.658532629,3,0,31,10,2023
46490112,0.607142857,0,1,0.84,1,0,0,1,50026,1,1,0,0,0.01,2,0,0.571428571,2,0.375366387,0,0.279680294,0.716004561,0.4,1,0.5814841,8,0,10,11,2023
46614528,0.5,0,1,0.584,1,1,1,0,85017,2,2,0.4,0,0.35,2,1,0.380952381,0,0.411990927,5,0.146640069,0.358030356,1,0.517031681,0.605635377,3,0,4,3,2024
46656000,0.375,1,1,0.568,0.444193681,1,1,0,15033,7,1,0,0,0.05,2,0,0.571428571,0,0.119225701,2,0.178594536,0.389701253,0.4,0.463076578,0.479036279,6,0,6,9,2023
46697472,0.232142857,0,0,0.76,0.327964711,1,1,0,20148,7,1,0,0,0.69,2,1,0.571428571,2,0.307037576,0,0.026914595,0.634740778,0,0.55104523,0.624347912,8,0,23,8,2023
